timestamp_ns,thread_id,event,callee_addr,callee_func,callee_fileline,caller_addr,caller_func,caller_fileline
1751729557632068189,51361,ENTER,0x402909,_GLOBAL__sub_I_main,/home/nhorro/workspace/learn-code-analysis/01_callgraphs/calcjob_instr/main.cpp:18,0x40901d,__libc_csu_init,??:?
1751729557632126794,51361,ENTER,0x40286a,"__static_initialization_and_destruction_0(int, int)",/home/nhorro/workspace/learn-code-analysis/01_callgraphs/calcjob_instr/main.cpp:18,0x402933,_GLOBAL__sub_I_main,/home/nhorro/workspace/learn-code-analysis/01_callgraphs/calcjob_instr/main.cpp:18
1751729557632263852,51361,EXIT,0x40286a,"__static_initialization_and_destruction_0(int, int)",/home/nhorro/workspace/learn-code-analysis/01_callgraphs/calcjob_instr/main.cpp:18,0x402933,_GLOBAL__sub_I_main,/home/nhorro/workspace/learn-code-analysis/01_callgraphs/calcjob_instr/main.cpp:18
1751729557632270458,51361,EXIT,0x402909,_GLOBAL__sub_I_main,/home/nhorro/workspace/learn-code-analysis/01_callgraphs/calcjob_instr/main.cpp:18,0x40901d,__libc_csu_init,??:?
1751729557632275265,51361,ENTER,0x40260b,main,/home/nhorro/workspace/learn-code-analysis/01_callgraphs/calcjob_instr/main.cpp:5,0x7ff21a89a083,??,??:0
1751729557632305560,51361,ENTER,0x403c52,Manager::Manager(),/home/nhorro/workspace/learn-code-analysis/01_callgraphs/calcjob_instr/Manager.hpp:7,0x402658,main,/home/nhorro/workspace/learn-code-analysis/01_callgraphs/calcjob_instr/main.cpp:8
1751729557632310937,51361,ENTER,0x4031ea,Worker::Worker(),/home/nhorro/workspace/learn-code-analysis/01_callgraphs/calcjob_instr/Worker.hpp:13,0x403c91,Manager::Manager(),/home/nhorro/workspace/learn-code-analysis/01_callgraphs/calcjob_instr/Manager.hpp:8
1751729557632315527,51361,ENTER,0x40407e,"std::queue<CalcJob, std::deque<CalcJob, std::allocator<CalcJob> > >::queue<std::deque<CalcJob, std::allocator<CalcJob> >, void>()",/usr/include/c++/9/bits/stl_queue.h:160,0x40321a,Worker::Worker(),/home/nhorro/workspace/learn-code-analysis/01_callgraphs/calcjob_instr/Worker.hpp:13 (discriminator 1)
1751729557632319953,51361,ENTER,0x404d92,"std::deque<CalcJob, std::allocator<CalcJob> >::deque()",/usr/include/c++/9/bits/stl_deque.h:915,0x4040ae,"std::queue<CalcJob, std::deque<CalcJob, std::allocator<CalcJob> > >::queue<std::deque<CalcJob, std::allocator<CalcJob> >, void>()",/usr/include/c++/9/bits/stl_queue.h:161
1751729557632324385,51361,ENTER,0x405c12,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_Deque_base()",/usr/include/c++/9/bits/stl_deque.h:508,0x404dc2,"std::deque<CalcJob, std::allocator<CalcJob> >::deque()",/usr/include/c++/9/bits/stl_deque.h:915
1751729557632328695,51361,ENTER,0x4069a4,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_Deque_impl::_Deque_impl()",/usr/include/c++/9/bits/stl_deque.h:575,0x405c42,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_Deque_base()",/usr/include/c++/9/bits/stl_deque.h:510
1751729557632333037,51361,ENTER,0x407376,std::allocator<CalcJob>::allocator(),/usr/include/c++/9/bits/allocator.h:137,0x4069d3,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_Deque_impl::_Deque_impl()",/usr/include/c++/9/bits/stl_deque.h:577
1751729557632337299,51361,ENTER,0x407d16,__gnu_cxx::new_allocator<CalcJob>::new_allocator(),/usr/include/c++/9/ext/new_allocator.h:80,0x4073a5,std::allocator<CalcJob>::allocator(),/usr/include/c++/9/bits/allocator.h:137
1751729557632341455,51361,EXIT,0x407d16,__gnu_cxx::new_allocator<CalcJob>::new_allocator(),/usr/include/c++/9/ext/new_allocator.h:80,0x4073a5,std::allocator<CalcJob>::allocator(),/usr/include/c++/9/bits/allocator.h:137
1751729557632345780,51361,EXIT,0x407376,std::allocator<CalcJob>::allocator(),/usr/include/c++/9/bits/allocator.h:137,0x4069d3,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_Deque_impl::_Deque_impl()",/usr/include/c++/9/bits/stl_deque.h:577
1751729557632350016,51361,ENTER,0x4073bc,"std::_Deque_iterator<CalcJob, CalcJob&, CalcJob*>::_Deque_iterator()",/usr/include/c++/9/bits/stl_deque.h:150,0x4069fa,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_Deque_impl::_Deque_impl()",/usr/include/c++/9/bits/stl_deque.h:577
1751729557632354137,51361,EXIT,0x4073bc,"std::_Deque_iterator<CalcJob, CalcJob&, CalcJob*>::_Deque_iterator()",/usr/include/c++/9/bits/stl_deque.h:150,0x4069fa,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_Deque_impl::_Deque_impl()",/usr/include/c++/9/bits/stl_deque.h:577
1751729557632358330,51361,ENTER,0x4073bc,"std::_Deque_iterator<CalcJob, CalcJob&, CalcJob*>::_Deque_iterator()",/usr/include/c++/9/bits/stl_deque.h:150,0x406a0a,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_Deque_impl::_Deque_impl()",/usr/include/c++/9/bits/stl_deque.h:577
1751729557632362402,51361,EXIT,0x4073bc,"std::_Deque_iterator<CalcJob, CalcJob&, CalcJob*>::_Deque_iterator()",/usr/include/c++/9/bits/stl_deque.h:150,0x406a0a,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_Deque_impl::_Deque_impl()",/usr/include/c++/9/bits/stl_deque.h:577
1751729557632366519,51361,EXIT,0x4069a4,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_Deque_impl::_Deque_impl()",/usr/include/c++/9/bits/stl_deque.h:575,0x405c42,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_Deque_base()",/usr/include/c++/9/bits/stl_deque.h:510
1751729557632370765,51361,ENTER,0x406a20,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_initialize_map(unsigned long)",/usr/include/c++/9/bits/stl_deque.h:699,0x405c53,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_Deque_base()",/usr/include/c++/9/bits/stl_deque.h:510
1751729557632374926,51361,ENTER,0x402991,std::__deque_buf_size(unsigned long),/usr/include/c++/9/bits/stl_deque.h:94,0x406a61,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_initialize_map(unsigned long)",/usr/include/c++/9/bits/stl_deque.h:702
1751729557632379052,51361,EXIT,0x402991,std::__deque_buf_size(unsigned long),/usr/include/c++/9/bits/stl_deque.h:94,0x406a61,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_initialize_map(unsigned long)",/usr/include/c++/9/bits/stl_deque.h:702
1751729557632383280,51361,ENTER,0x403f7d,"unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)",/usr/include/c++/9/bits/stl_algobase.h:222,0x406a9f,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_initialize_map(unsigned long)",/usr/include/c++/9/bits/stl_deque.h:705
1751729557632387484,51361,EXIT,0x403f7d,"unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)",/usr/include/c++/9/bits/stl_algobase.h:222,0x406a9f,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_initialize_map(unsigned long)",/usr/include/c++/9/bits/stl_deque.h:705
1751729557632391696,51361,ENTER,0x407424,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_allocate_map(unsigned long)",/usr/include/c++/9/bits/stl_deque.h:631,0x406ac1,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_initialize_map(unsigned long)",/usr/include/c++/9/bits/stl_deque.h:707
1751729557632395862,51361,ENTER,0x406cd6,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_get_map_allocator() const",/usr/include/c++/9/bits/stl_deque.h:613,0x40746e,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_allocate_map(unsigned long)",/usr/include/c++/9/bits/stl_deque.h:634
1751729557632400024,51361,ENTER,0x407614,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_get_Tp_allocator() const",/usr/include/c++/9/bits/stl_deque.h:609,0x406d09,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_get_map_allocator() const",/usr/include/c++/9/bits/stl_deque.h:614
1751729557632404145,51361,EXIT,0x407614,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_get_Tp_allocator() const",/usr/include/c++/9/bits/stl_deque.h:609,0x406d09,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_get_map_allocator() const",/usr/include/c++/9/bits/stl_deque.h:614
1751729557632408376,51361,ENTER,0x40765a,std::allocator<CalcJob*>::allocator<CalcJob>(std::allocator<CalcJob> const&),/usr/include/c++/9/bits/allocator.h:150,0x406d1b,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_get_map_allocator() const",/usr/include/c++/9/bits/stl_deque.h:614
1751729557632412532,51361,ENTER,0x407e22,__gnu_cxx::new_allocator<CalcJob*>::new_allocator(),/usr/include/c++/9/ext/new_allocator.h:80,0x40768d,std::allocator<CalcJob*>::allocator<CalcJob>(std::allocator<CalcJob> const&),/usr/include/c++/9/bits/allocator.h:150
1751729557632416641,51361,EXIT,0x407e22,__gnu_cxx::new_allocator<CalcJob*>::new_allocator(),/usr/include/c++/9/ext/new_allocator.h:80,0x40768d,std::allocator<CalcJob*>::allocator<CalcJob>(std::allocator<CalcJob> const&),/usr/include/c++/9/bits/allocator.h:150
1751729557632420826,51361,EXIT,0x40765a,std::allocator<CalcJob*>::allocator<CalcJob>(std::allocator<CalcJob> const&),/usr/include/c++/9/bits/allocator.h:150,0x406d1b,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_get_map_allocator() const",/usr/include/c++/9/bits/stl_deque.h:614
1751729557632425015,51361,EXIT,0x406cd6,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_get_map_allocator() const",/usr/include/c++/9/bits/stl_deque.h:613,0x40746e,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_allocate_map(unsigned long)",/usr/include/c++/9/bits/stl_deque.h:634
1751729557632429239,51361,ENTER,0x407d4f,"std::allocator_traits<std::allocator<CalcJob*> >::allocate(std::allocator<CalcJob*>&, unsigned long)",/usr/include/c++/9/bits/alloc_traits.h:442,0x407481,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_allocate_map(unsigned long)",/usr/include/c++/9/bits/stl_deque.h:634
1751729557632433552,51361,ENTER,0x4081f8,"__gnu_cxx::new_allocator<CalcJob*>::allocate(unsigned long, void const*)",/usr/include/c++/9/ext/new_allocator.h:102,0x407d8f,"std::allocator_traits<std::allocator<CalcJob*> >::allocate(std::allocator<CalcJob*>&, unsigned long)",/usr/include/c++/9/bits/alloc_traits.h:443
1751729557632437855,51361,ENTER,0x4085cc,__gnu_cxx::new_allocator<CalcJob*>::max_size() const,/usr/include/c++/9/ext/new_allocator.h:132,0x408230,"__gnu_cxx::new_allocator<CalcJob*>::allocate(unsigned long, void const*)",/usr/include/c++/9/ext/new_allocator.h:104
1751729557632441994,51361,EXIT,0x4085cc,__gnu_cxx::new_allocator<CalcJob*>::max_size() const,/usr/include/c++/9/ext/new_allocator.h:132,0x408230,"__gnu_cxx::new_allocator<CalcJob*>::allocate(unsigned long, void const*)",/usr/include/c++/9/ext/new_allocator.h:104
1751729557632447398,51361,EXIT,0x4081f8,"__gnu_cxx::new_allocator<CalcJob*>::allocate(unsigned long, void const*)",/usr/include/c++/9/ext/new_allocator.h:102,0x407d8f,"std::allocator_traits<std::allocator<CalcJob*> >::allocate(std::allocator<CalcJob*>&, unsigned long)",/usr/include/c++/9/bits/alloc_traits.h:443
1751729557632451733,51361,EXIT,0x407d4f,"std::allocator_traits<std::allocator<CalcJob*> >::allocate(std::allocator<CalcJob*>&, unsigned long)",/usr/include/c++/9/bits/alloc_traits.h:442,0x407481,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_allocate_map(unsigned long)",/usr/include/c++/9/bits/stl_deque.h:634
1751729557632455930,51361,ENTER,0x406d34,std::allocator<CalcJob*>::~allocator(),/usr/include/c++/9/bits/allocator.h:152,0x407491,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_allocate_map(unsigned long)",/usr/include/c++/9/bits/stl_deque.h:633
1751729557632460117,51361,ENTER,0x4076a4,__gnu_cxx::new_allocator<CalcJob*>::~new_allocator(),/usr/include/c++/9/ext/new_allocator.h:89,0x406d63,std::allocator<CalcJob*>::~allocator(),/usr/include/c++/9/bits/allocator.h:152
1751729557632464249,51361,EXIT,0x4076a4,__gnu_cxx::new_allocator<CalcJob*>::~new_allocator(),/usr/include/c++/9/ext/new_allocator.h:89,0x406d63,std::allocator<CalcJob*>::~allocator(),/usr/include/c++/9/bits/allocator.h:152
1751729557632468440,51361,EXIT,0x406d34,std::allocator<CalcJob*>::~allocator(),/usr/include/c++/9/bits/allocator.h:152,0x407491,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_allocate_map(unsigned long)",/usr/include/c++/9/bits/stl_deque.h:633
1751729557632472619,51361,EXIT,0x407424,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_allocate_map(unsigned long)",/usr/include/c++/9/bits/stl_deque.h:631,0x406ac1,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_initialize_map(unsigned long)",/usr/include/c++/9/bits/stl_deque.h:707
1751729557632476860,51361,ENTER,0x4074f6,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_create_nodes(CalcJob**, CalcJob**)",/usr/include/c++/9/bits/stl_deque.h:738,0x406b17,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_initialize_map(unsigned long)",/usr/include/c++/9/bits/stl_deque.h:728
1751729557632482213,51361,ENTER,0x40714c,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_allocate_node()",/usr/include/c++/9/bits/stl_deque.h:617,0x407540,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_create_nodes(CalcJob**, CalcJob**)",/usr/include/c++/9/bits/stl_deque.h:745 (discriminator 1)
1751729557632486353,51361,ENTER,0x402991,std::__deque_buf_size(unsigned long),/usr/include/c++/9/bits/stl_deque.h:94,0x40717a,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_allocate_node()",/usr/include/c++/9/bits/stl_deque.h:620
1751729557632490691,51361,EXIT,0x402991,std::__deque_buf_size(unsigned long),/usr/include/c++/9/bits/stl_deque.h:94,0x40717a,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_allocate_node()",/usr/include/c++/9/bits/stl_deque.h:620
1751729557632495117,51361,ENTER,0x407c44,"std::allocator_traits<std::allocator<CalcJob> >::allocate(std::allocator<CalcJob>&, unsigned long)",/usr/include/c++/9/bits/alloc_traits.h:442,0x40718c,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_allocate_node()",/usr/include/c++/9/bits/stl_deque.h:620
1751729557632501640,51361,ENTER,0x408158,"__gnu_cxx::new_allocator<CalcJob>::allocate(unsigned long, void const*)",/usr/include/c++/9/ext/new_allocator.h:102,0x407c84,"std::allocator_traits<std::allocator<CalcJob> >::allocate(std::allocator<CalcJob>&, unsigned long)",/usr/include/c++/9/bits/alloc_traits.h:443
1751729557632505748,51361,ENTER,0x4083b8,__gnu_cxx::new_allocator<CalcJob>::max_size() const,/usr/include/c++/9/ext/new_allocator.h:132,0x408190,"__gnu_cxx::new_allocator<CalcJob>::allocate(unsigned long, void const*)",/usr/include/c++/9/ext/new_allocator.h:104
1751729557632509899,51361,EXIT,0x4083b8,__gnu_cxx::new_allocator<CalcJob>::max_size() const,/usr/include/c++/9/ext/new_allocator.h:132,0x408190,"__gnu_cxx::new_allocator<CalcJob>::allocate(unsigned long, void const*)",/usr/include/c++/9/ext/new_allocator.h:104
1751729557632514288,51361,EXIT,0x408158,"__gnu_cxx::new_allocator<CalcJob>::allocate(unsigned long, void const*)",/usr/include/c++/9/ext/new_allocator.h:102,0x407c84,"std::allocator_traits<std::allocator<CalcJob> >::allocate(std::allocator<CalcJob>&, unsigned long)",/usr/include/c++/9/bits/alloc_traits.h:443
1751729557632518466,51361,EXIT,0x407c44,"std::allocator_traits<std::allocator<CalcJob> >::allocate(std::allocator<CalcJob>&, unsigned long)",/usr/include/c++/9/bits/alloc_traits.h:442,0x40718c,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_allocate_node()",/usr/include/c++/9/bits/stl_deque.h:620
1751729557632522631,51361,EXIT,0x40714c,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_allocate_node()",/usr/include/c++/9/bits/stl_deque.h:617,0x407540,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_create_nodes(CalcJob**, CalcJob**)",/usr/include/c++/9/bits/stl_deque.h:745 (discriminator 1)
1751729557632526832,51361,EXIT,0x4074f6,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_create_nodes(CalcJob**, CalcJob**)",/usr/include/c++/9/bits/stl_deque.h:738,0x406b17,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_initialize_map(unsigned long)",/usr/include/c++/9/bits/stl_deque.h:728
1751729557632531013,51361,ENTER,0x4071d4,"std::_Deque_iterator<CalcJob, CalcJob&, CalcJob*>::_M_set_node(CalcJob**)",/usr/include/c++/9/bits/stl_deque.h:273,0x406b2e,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_initialize_map(unsigned long)",/usr/include/c++/9/bits/stl_deque.h:729
1751729557632535180,51361,ENTER,0x407ccb,"std::_Deque_iterator<CalcJob, CalcJob&, CalcJob*>::_S_buffer_size()",/usr/include/c++/9/bits/stl_deque.h:130,0x407224,"std::_Deque_iterator<CalcJob, CalcJob&, CalcJob*>::_M_set_node(CalcJob**)",/usr/include/c++/9/bits/stl_deque.h:277
1751729557632539285,51361,ENTER,0x402991,std::__deque_buf_size(unsigned long),/usr/include/c++/9/bits/stl_deque.h:94,0x407cf5,"std::_Deque_iterator<CalcJob, CalcJob&, CalcJob*>::_S_buffer_size()",/usr/include/c++/9/bits/stl_deque.h:131
1751729557632543404,51361,EXIT,0x402991,std::__deque_buf_size(unsigned long),/usr/include/c++/9/bits/stl_deque.h:94,0x407cf5,"std::_Deque_iterator<CalcJob, CalcJob&, CalcJob*>::_S_buffer_size()",/usr/include/c++/9/bits/stl_deque.h:131
1751729557632547498,51361,EXIT,0x407ccb,"std::_Deque_iterator<CalcJob, CalcJob&, CalcJob*>::_S_buffer_size()",/usr/include/c++/9/bits/stl_deque.h:130,0x407224,"std::_Deque_iterator<CalcJob, CalcJob&, CalcJob*>::_M_set_node(CalcJob**)",/usr/include/c++/9/bits/stl_deque.h:277
1751729557632551665,51361,EXIT,0x4071d4,"std::_Deque_iterator<CalcJob, CalcJob&, CalcJob*>::_M_set_node(CalcJob**)",/usr/include/c++/9/bits/stl_deque.h:273,0x406b2e,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_initialize_map(unsigned long)",/usr/include/c++/9/bits/stl_deque.h:729
1751729557632555784,51361,ENTER,0x4071d4,"std::_Deque_iterator<CalcJob, CalcJob&, CalcJob*>::_M_set_node(CalcJob**)",/usr/include/c++/9/bits/stl_deque.h:273,0x406b49,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_initialize_map(unsigned long)",/usr/include/c++/9/bits/stl_deque.h:730
1751729557632559905,51361,ENTER,0x407ccb,"std::_Deque_iterator<CalcJob, CalcJob&, CalcJob*>::_S_buffer_size()",/usr/include/c++/9/bits/stl_deque.h:130,0x407224,"std::_Deque_iterator<CalcJob, CalcJob&, CalcJob*>::_M_set_node(CalcJob**)",/usr/include/c++/9/bits/stl_deque.h:277
1751729557632563980,51361,ENTER,0x402991,std::__deque_buf_size(unsigned long),/usr/include/c++/9/bits/stl_deque.h:94,0x407cf5,"std::_Deque_iterator<CalcJob, CalcJob&, CalcJob*>::_S_buffer_size()",/usr/include/c++/9/bits/stl_deque.h:131
1751729557632568034,51361,EXIT,0x402991,std::__deque_buf_size(unsigned long),/usr/include/c++/9/bits/stl_deque.h:94,0x407cf5,"std::_Deque_iterator<CalcJob, CalcJob&, CalcJob*>::_S_buffer_size()",/usr/include/c++/9/bits/stl_deque.h:131
1751729557632572156,51361,EXIT,0x407ccb,"std::_Deque_iterator<CalcJob, CalcJob&, CalcJob*>::_S_buffer_size()",/usr/include/c++/9/bits/stl_deque.h:130,0x407224,"std::_Deque_iterator<CalcJob, CalcJob&, CalcJob*>::_M_set_node(CalcJob**)",/usr/include/c++/9/bits/stl_deque.h:277
1751729557632576311,51361,EXIT,0x4071d4,"std::_Deque_iterator<CalcJob, CalcJob&, CalcJob*>::_M_set_node(CalcJob**)",/usr/include/c++/9/bits/stl_deque.h:273,0x406b49,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_initialize_map(unsigned long)",/usr/include/c++/9/bits/stl_deque.h:730
1751729557632580406,51361,ENTER,0x402991,std::__deque_buf_size(unsigned long),/usr/include/c++/9/bits/stl_deque.h:94,0x406b6b,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_initialize_map(unsigned long)",/usr/include/c++/9/bits/stl_deque.h:733
1751729557632584554,51361,EXIT,0x402991,std::__deque_buf_size(unsigned long),/usr/include/c++/9/bits/stl_deque.h:94,0x406b6b,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_initialize_map(unsigned long)",/usr/include/c++/9/bits/stl_deque.h:733
1751729557632588642,51361,EXIT,0x406a20,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_M_initialize_map(unsigned long)",/usr/include/c++/9/bits/stl_deque.h:699,0x405c53,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_Deque_base()",/usr/include/c++/9/bits/stl_deque.h:510
1751729557632592790,51361,EXIT,0x405c12,"std::_Deque_base<CalcJob, std::allocator<CalcJob> >::_Deque_base()",/usr/include/c++/9/bits/stl_deque.h:508,0x404dc2,"std::deque<CalcJob, std::allocator<CalcJob> >::deque()",/usr/include/c++/9/bits/stl_deque.h:915
1751729557632596914,51361,EXIT,0x404d92,"std::deque<CalcJob, std::allocator<CalcJob> >::deque()",/usr/include/c++/9/bits/stl_deque.h:915,0x4040ae,"std::queue<CalcJob, std::deque<CalcJob, std::allocator<CalcJob> > >::queue<std::deque<CalcJob, std::allocator<CalcJob> >, void>()",/usr/include/c++/9/bits/stl_queue.h:161
1751729557632601272,51361,EXIT,0x40407e,"std::queue<CalcJob, std::deque<CalcJob, std::allocator<CalcJob> > >::queue<std::deque<CalcJob, std::allocator<CalcJob> >, void>()",/usr/include/c++/9/bits/stl_queue.h:160,0x40321a,Worker::Worker(),/home/nhorro/workspace/learn-code-analysis/01_callgraphs/calcjob_instr/Worker.hpp:13 (discriminator 1)
1751729557632606004,51361,ENTER,0x403118,std::mutex::mutex(),/usr/include/c++/9/bits/std_mutex.h:91,0x40322a,Worker::Worker(),/home/nhorro/workspace/learn-code-analysis/01_callgraphs/calcjob_instr/Worker.hpp:13 (discriminator 1)
1751729557632611055,51361,ENTER,0x4030b4,std::__mutex_base::__mutex_base(),/usr/include/c++/9/bits/std_mutex.h:65,0x403147,std::mutex::mutex(),/usr/include/c++/9/bits/std_mutex.h:91
1751729557632615492,51361,EXIT,0x4030b4,std::__mutex_base::__mutex_base(),/usr/include/c++/9/bits/std_mutex.h:65,0x403147,std::mutex::mutex(),/usr/include/c++/9/bits/std_mutex.h:91
1751729557632619914,51361,EXIT,0x403118,std::mutex::mutex(),/usr/include/c++/9/bits/std_mutex.h:91,0x40322a,Worker::Worker(),/home/nhorro/workspace/learn-code-analysis/01_callgraphs/calcjob_instr/Worker.hpp:13 (discriminator 1)
1751729557632625284,51361,ENTER,0x40315e,std::thread::thread(),/usr/include/c++/9/thread:112,0x40324c,Worker::Worker(),/home/nhorro/workspace/learn-code-analysis/01_callgraphs/calcjob_instr/Worker.hpp:13 (discriminator 1)
1751729557632630124,51361,ENTER,0x402e40,std::thread::id::id(),/usr/include/c++/9/thread:82,0x40318d,std::thread::thread(),/usr/include/c++/9/thread:112
1751729557632634531,51361,EXIT,0x402e40,std::thread::id::id(),/usr/include/c++/9/thread:82,0x40318d,std::thread::thread(),/usr/include/c++/9/thread:112
1751729557632638935,51361,EXIT,0x40315e,std::thread::thread(),/usr/include/c++/9/thread:112,0x40324c,Worker::Worker(),/home/nhorro/workspace/learn-code-analysis/01_callgraphs/calcjob_instr/Worker.hpp:13 (discriminator 1)
1751729557632651571,51361,ENTER,0x4041aa,std::function<void (CalcJob const&)>::function(),/usr/include/c++/9/bits/std_function.h:396,0x403269,Worker::Worker(),/home/nhorro/workspace/learn-code-analysis/01_callgraphs/calcjob_instr/Worker.hpp:13 (discriminator 1)
1751729557632656243,51361,ENTER,0x402ce6,std::_Function_base::_Function_base(),/usr/include/c++/9/bits/std_function.h:255,0x4041d9,std::function<void (CalcJob const&)>::function(),/usr/include/c++/9/bits/std_function.h:397
1751729557632660526,51361,EXIT,0x402ce6,std::_Function_base::_Function_base(),/usr/include/c++/9/bits/std_function.h:255,0x4041d9,std::function<void (CalcJob const&)>::function(),/usr/include/c++/9/bits/std_function.h:397
1751729557632664908,51361,EXIT,0x4041aa,std::function<void (CalcJob const&)>::function(),/usr/include/c++/9/bits/std_function.h:396,0x403269,Worker::Worker(),/home/nhorro/workspace/learn-code-analysis/01_callgraphs/calcjob_instr/Worker.hpp:13 (discriminator 1)
1751729557632669155,51361,EXIT,0x4031ea,Worker::Worker(),/home/nhorro/workspace/learn-code-analysis/01_callgraphs/calcjob_instr/Worker.hpp:13,0x403c91,Manager::Manager(),/home/nhorro/workspace/learn-code-analysis/01_callgraphs/calcjob_instr/Manager.hpp:8
1751729557632677592,51361,ENTER,0x404798,"std::function<void (CalcJob const&)>::function<Manager::Manager()::{lambda(CalcJob const&)#1}, void, void>(Manager::Manager()::{lambda(CalcJob const&)#1})",/usr/include/c++/9/bits/std_function.h:667,0x403ca8,Manager::Manager(),/home/nhorro/workspace/learn-code-analysis/01_callgraphs/calcjob_instr/Manager.hpp:8 (discriminator 1)
1751729557632681777,51361,ENTER,0x402ce6,std::_Function_base::_Function_base(),/usr/include/c++/9/bits/std_function.h:255,0x4047cc,"std::function<void (CalcJob const&)>::function<Manager::Manager()::{lambda(CalcJob const&)#1}, void, void>(Manager::Manager()::{lambda(CalcJob const&)#1})",/usr/include/c++/9/bits/std_function.h:673
1751729557632686009,51361,EXIT,0x402ce6,std::_Function_base::_Function_base(),/usr/include/c++/9/bits/std_function.h:255,0x4047cc,"std::function<void (CalcJob const&)>::function<Manager::Manager()::{lambda(CalcJob const&)#1}, void, void>(Manager::Manager()::{lambda(CalcJob const&)#1})",/usr/include/c++/9/bits/std_function.h:673
1751729557632690357,51361,ENTER,0x4058d6,bool std::_Function_base::_Base_manager<Manager::Manager()::{lambda(CalcJob const&)#1}>::_M_not_empty_function<{lambda(CalcJob const&)#1}>({lambda(CalcJob const&)#1} const&),/usr/include/c++/9/bits/std_function.h:242,0x4047d8,"std::function<void (CalcJob const&)>::function<Manager::Manager()::{lambda(CalcJob const&)#1}, void, void>(Manager::Manager()::{lambda(CalcJob const&)#1})",/usr/include/c++/9/bits/std_function.h:673
